"","timestamp_start","comment","label","collar_height","observation","volume_total","co2_dry_initial_value","fco2_dry","fco2_dry_lin","pa_mean","ta_mean","ch4_dry_initial_value","ch4_dry_deadband","ch4_dry_stop_time","co2_dry_deadband","co2_dry_stop_time","n2o_deadband","n2o_stop_time","n2o_initial_value","fch4_dry_lin","fch4_dry_lin_se","fch4_dry_lin_d_cdt","fco2_dry_lin_se","fco2_dry_lin_d_cdt","fn2o_lin","fn2o_lin_d_cdt","fn2o_lin_se","ts_1_mean","swc_2_mean","latitude","longitude","site","manure","topo1","rep","corn","fch4_dry_lin_r2","fco2_dry_lin_r2","fn2o_lin_r2","DateTime","Date"
"173","20230821100153.000000","VB2-1A-I","VB15",0.2,"119.000000","4432.900000","423.040000","1.070770",1.07077,"101.410000","25.234740","2358.032000","20.000000","119.000000","29.000000","119.000000","20.000000","120.000000","343.645120",8.88084,"0.006270","1.597760","0.003370","0.192640",0.00482,"0.000870","0.001070","20.277900","0.531970","44.013820","-73.326450","VB","Injection","low","A","I","0.998490","0.973530","0.006660",2023-08-21 10:01:53,2023-08-21
"174","20230821101804.000000","VB2-2B-O","VB16",3.25,"119.000000","5402.800000","435.900000","7.746120",7.25017,"101.430000","24.410510","2266.673000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","343.892730",0.22722,"0.000530","0.033420","0.003550","1.066440",0.16333,"0.024010","0.000930","19.962780","0.410000","44.014770","-73.326210","VB","Injection","high","B","O","0.975600","0.998920","0.871990",2023-08-21 10:18:04,2023-08-21
"175","20230821102107.000000","VB2-2B-I","VB17",3.62,"119.000000","5522.050000","450.520000","9.435490",6.71495,"101.440000","24.055890","2264.455000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","343.570620",0.25948,"0.000500","0.037330","0.006880","0.966150",0.09935,"0.014290","0.001360","19.902890","0.410530","44.014790","-73.326220","VB","Injection","high","B","I","0.982600","0.995060","0.529010",2023-08-21 10:21:07,2023-08-21
"176","20230821103836.000000","VB2-2C-O","VB18",0.2,"120.000000","4432.900000","441.730000","0.550180",0.55018,"101.460000","23.299970","2286.705000","20.000000","120.000000","41.000000","120.000000","20.000000","120.000000","344.095800",15.71691,"0.034430","2.802650","0.004490","0.098110",-0.00753,"-0.001340","0.001000","20.505510","0.449000","44.016680","-73.326560","VB","Injection","high","C","O","0.985430","0.861180","0.018020",2023-08-21 10:38:36,2023-08-21
"177","20230821104501.000000","VB2-2C-I","VB21",2.75,"120.000000","5243.800000","466.410000","6.612350",6.61235,"101.450000","23.134820","2405.145000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","344.102160",0.43632,"0.000930","0.065820","0.003130","0.997480",0.00986,"0.001490","0.000500","20.528980","0.452000","44.016670","-73.326560","VB","Injection","high","C","I","0.980980","0.999040","0.083660",2023-08-21 10:45:01,2023-08-21
"178","20230821113056.000000","VB3-1B-O","VB22",1.5,"120.000000","4846.300000","443.090000","0.260080",0.251,"101.520000","21.500520","2124.307000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","342.507680",0.20399,"0.000640","0.032940","0.002850","0.040540",0.00557,"0.000900","0.001010","20.744730","0.445850","44.017220","-73.323630","VB","DAF","low","B","O","0.964190","0.674290","0.008040",2023-08-21 11:30:56,2023-08-21
"179","20230821113415.000000","VB3-1B-I","VB23",0.2,"120.000000","4432.900000","440.920000","2.488960",1.75206,"101.520000","21.485380","2115.179000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","342.425540",7.78497,"0.004060","1.376280","0.003420","0.309740",-0.03159,"-0.005580","0.000660","20.764060","0.447790","44.017220","-73.323630","VB","DAF","low","B","I","0.999150","0.988220","0.421020",2023-08-21 11:34:15,2023-08-21
"180","20230821114505.000000","VB3-1A-O","VB24",0.1,"119.000000","4401.100000","442.170000","0.662360",0.64361,"101.540000","21.007160","2280.390000","20.000000","119.000000","30.000000","119.000000","20.000000","120.000000","342.106710",1.22682,"0.000640","0.217440","0.002080","0.114070",-0.0109,"-0.001930","0.000870","20.723150","0.569820","44.017240","-73.324210","VB","DAF","low","A","O","0.999160","0.971620","0.048280",2023-08-21 11:45:05,2023-08-21
"181","20230821114855.000000","VB3-1A-I","VB25",0.2,"120.000000","4432.900000","439.540000","0.773240",0.60659,"101.540000","20.956060","2636.717000","20.000000","120.000000","27.000000","120.000000","20.000000","120.000000","341.810100",1.10967,"0.000580","0.195340","0.002040","0.106780",-0.01597,"-0.002810","0.000640","20.688080","0.576000","44.017250","-73.324210","VB","DAF","low","A","I","0.999150","0.967830","0.165460",2023-08-21 11:48:55,2023-08-21
"182","20230821120116.000000","VB3-2C-I","VB26",2.9,"120.000000","5291.500000","468.480000","5.174330",4.46963,"101.530000","21.204170","2094.144000","20.000000","106.000000","20.000000","120.000000","20.000000","120.000000","341.796880",0.20145,"0.000780","0.029830","0.003270","0.661850",0.07183,"0.010630","0.000390","20.729080","0.443000","44.016800","-73.324920","VB","DAF","high","C","I","0.944410","0.997620","0.883670",2023-08-21 12:01:16,2023-08-21
"183","20230821120434.000000","VB3-2C-O","VB27",3,"120.000000","5323.300000","438.310000","3.552500",3.18823,"101.510000","21.793910","2092.210000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.838500",0.07982,"0.000420","0.011790","0.002450","0.471090",0.16273,"0.024030","0.000760","20.776410","0.444000","44.016780","-73.324950","VB","DAF","high","C","O","0.890460","0.997350","0.910530",2023-08-21 12:04:34,2023-08-21
"184","20230821121234.000000","VB3-2B-I","VB28",2.9,"120.000000","5291.500000","443.230000","2.416740",2.18004,"101.510000","22.618800","2083.660000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.108400",0.24083,"0.001290","0.035890","0.004600","0.324910",0.07084,"0.010550","0.000390","20.753320","0.405830","44.016320","-73.324660","VB","DAF","high","B","I","0.887340","0.980710","0.879670",2023-08-21 12:12:34,2023-08-21
"185","20230821121633.000000","VB3-2B-O","VB29",3.25,"120.000000","5402.800000","441.920000","6.476710",5.37996,"101.530000","22.825110","2082.140000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.206040",0.31066,"0.000600","0.045350","0.004350","0.785330",0.14024,"0.020460","0.000460","20.644880","0.404000","44.016310","-73.324670","VB","DAF","high","B","O","0.983240","0.997010","0.953210",2023-08-21 12:16:33,2023-08-21
"186","20230821122402.000000","VB3-2A-I","VB30",3.75,"120.000000","5561.800000","449.170000","1.279810",0.97396,"101.530000","22.301210","2077.249000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.615280",0.02518,"0.000590","0.003560","0.003350","0.137550",0.00124,"0.000170","0.000420","20.439540","0.385000","44.016150","-73.324530","VB","DAF","high","A","I","0.269190","0.945200","0.001790",2023-08-21 12:24:02,2023-08-21
"187","20230821122735.000000","VB3-2A-O","VB31",3,"120.000000","5323.300000","449.070000","3.241440",2.7281,"101.540000","22.220480","2078.351000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.546110",0.05299,"0.000450","0.007820","0.002930","0.402690",0.08931,"0.013180","0.000350","20.489350","0.385000","44.016160","-73.324500","VB","DAF","high","A","O","0.757870","0.994820","0.934360",2023-08-21 12:27:35,2023-08-21
"188","20230821123710.000000","VB3-1C-I","VB32",3,"120.000000","5323.300000","452.370000","9.101020",7.11484,"101.550000","21.908460","2082.335000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","341.009160",2.93351,"0.003340","0.432610","0.006500","1.049230",0.00786,"0.001160","0.000340","19.891130","0.441000","44.015720","-73.323930","VB","DAF","low","C","I","0.994210","0.996260","0.103460",2023-08-21 12:37:10,2023-08-21
"189","20230821124044.000000","VB3-1C-O","VB33",3.25,"119.000000","5402.800000","443.330000","6.298070",6.29807,"101.550000","21.819520","2081.755000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","340.849570",0.22234,"0.000480","0.032290","0.003580","0.914510",0.00534,"0.000780","0.000350","19.845080","0.440060","44.015710","-73.323940","VB","DAF","low","C","O","0.978940","0.998500","0.048800",2023-08-21 12:40:44,2023-08-21
"190","20230824080938.000000","VB2-2C-I","VB1",3,"120.000000","5323.300000","487.700000","11.070710",9.30659,"101.480000","15.491700","2275.862000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","350.335080",0.20557,"0.000680","0.029520","0.009020","1.336390",2.46975,"0.354480","0.002680","16.932220","0.389420","44.016670","-73.326540","VB","Injection","high","C","I","0.951020","0.995550","0.994450",2023-08-24 08:09:38,2023-08-24
"191","20230824081308.000000","VB2-2C-O","VB2",2,"120.000000","5005.300000","483.400000","1.183920",0.94342,"101.470000","15.462140","2347.077000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","350.870400",26.66539,"0.005560","4.073890","0.002320","0.144130",-0.00513,"-0.000780","0.000740","19.967920","0.390000","44.016690","-73.326540","VB","Injection","high","C","O","0.999820","0.975260","0.011430",2023-08-24 08:13:08,2023-08-24
"192","20230824082934.000000","VB2-2B-O","VB3",4.25,"120.000000","5720.800000","481.200000","7.682070",7.17248,"101.490000","16.244850","2320.807000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","351.405900",0.02723,"0.001370","0.003650","0.002660","0.962120",1.75701,"0.235570","0.001240","16.728830","0.341330","44.014810","-73.326220","VB","Injection","high","B","O","0.067300","0.999250","0.997280",2023-08-24 08:29:34,2023-08-24
"193","20230824083252.000000","VB2-2B-I","VB4",3.75,"120.000000","5561.800000","482.520000","8.146300",7.13665,"101.480000","16.327450","2316.475000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","348.812900",0.08262,"0.001300","0.011410","0.003440","0.985210",1.01417,"0.139930","0.000600","17.022570","0.344000","44.014790","-73.326230","VB","Injection","high","B","I","0.438390","0.998810","0.998220",2023-08-24 08:32:52,2023-08-24
"194","20230824084055.000000","VB2-1B-O","VB5",2.5,"119.000000","5164.300000","468.820000","0.925400",0.75287,"101.480000","16.387590","2767.318000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","345.816060",1.22272,"0.050180","0.181930","0.002110","0.112020",1.29623,"0.192770","0.000660","16.292080","0.494710","44.014350","-73.326230","VB","Injection","low","B","O","0.118280","0.966530","0.998850",2023-08-24 08:40:55,2023-08-24
"195","20230824084514.000000","VB2-1B-I","VB6",2.75,"119.000000","5243.800000","468.600000","0.619920",0.61992,"101.480000","16.474790","10588.143000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","345.181610",1.69423,"0.070360","0.248400","0.001960","0.090890",0.25574,"0.037480","0.000520","17.364660","0.515300","44.014340","-73.326250","VB","Injection","low","B","I","0.112840","0.956430","0.981520",2023-08-24 08:45:14,2023-08-24
"196","20230824085454.000000","VB2-1A-I","VB7",2,"119.000000","5005.300000","456.160000","0.952300",0.77485,"101.460000","19.006810","2289.600000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","344.995670",4.2276,"0.004710","0.655380","0.002750","0.120120",0.01077,"0.001670","0.000480","17.085980","0.562930","44.013800","-73.326440","VB","Injection","low","A","I","0.994960","0.951050","0.111570",2023-08-24 08:54:54,2023-08-24
"197","20230824090344.000000","VB2-2A-I","VB9",2.38,"120.000000","5126.140000","464.770000","2.501950",2.41556,"101.470000","18.133990","2180.632000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","347.838270",0.16053,"0.000610","0.024230","0.001820","0.364650",0.26261,"0.039620","0.000480","15.882160","0.419430","44.013500","-73.326310","VB","Injection","high","A","I","0.942410","0.997570","0.985760",2023-08-24 09:03:44,2023-08-24
"198","20230824090728.000000","VB2-2A-O","VB10",2.25,"120.000000","5084.800000","467.850000","2.982220",2.65142,"101.460000","18.614430","2180.952000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","346.403160",0.02589,"0.000570","0.003950","0.002070","0.404430",0.39142,"0.059680","0.000450","15.996650","0.420000","44.013480","-73.326290","VB","Injection","high","A","O","0.327570","0.997440","0.994470",2023-08-24 09:07:28,2023-08-24
"199","20230824093009.000000","VB1-2A-O","VB11",3.5,"119.000000","5482.300000","456.480000","8.404540",7.14654,"101.440000","18.935490","2122.135000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","350.115820",0.99059,"0.001690","0.140320","0.005910","1.012320",3.28592,"0.465250","0.001920","16.124950","0.412000","44.013600","-73.327250","VB","BAU","high","A","O","0.986050","0.996670","0.998330",2023-08-24 09:30:09,2023-08-24
"200","20230824093340.000000","VB1-2A-O","VB12",4,"120.000000","5641.300000","464.260000","6.372990",6.29508,"101.440000","19.081960","2121.049000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","352.149960",0.21655,"0.000520","0.029820","0.001960","0.867000",1.11836,"0.153960","0.000470","16.236190","0.412000","44.013570","-73.327260","VB","BAU","high","A","O","0.971160","0.999500","0.999100",2023-08-24 09:33:40,2023-08-24
"201","20230824094824.000000","VB1-2B-I","VB13",3,"120.000000","5323.300000","453.690000","5.722190",5.21113,"101.430000","20.368100","2108.686000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","350.220570",1.69018,"0.000720","0.247980","0.002850","0.764570",3.60899,"0.529250","0.001040","16.842900","0.356580","44.013710","-73.327820","VB","BAU","high","B","I","0.999180","0.998640","0.999620",2023-08-24 09:48:24,2023-08-24
"202","20230824095309.000000","VB1-2B-O","VB14",3.62,"119.000000","5522.050000","448.970000","7.288710",6.17352,"101.440000","20.642410","2107.347000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","345.976170",0.65127,"0.000910","0.092110","0.005050","0.873110",2.14071,"0.302620","0.000860","17.124000","0.394000","44.013740","-73.327850","VB","BAU","high","B","O","0.990590","0.996730","0.999210",2023-08-24 09:53:09,2023-08-24
"203","20230824100555.000000","VB1-1A-O","VB15",0.75,"119.000000","4607.800000","435.590000","0.099460",0.09946,"101.420000","24.061870","2509.675000","20.000000","119.000000","32.000000","119.000000","20.000000","120.000000","344.227280",2.42435,"0.002410","0.415810","0.002980","0.017060",0.01553,"0.002660","0.000430","17.743140","0.601650","44.015100","-73.328090","VB","BAU","low","A","O","0.996720","0.275600","0.277580",2023-08-24 10:05:55,2023-08-24
"204","20230824100928.000000","VB1-1A-I","VB16",1.5,"120.000000","4846.300000","434.910000","0.196050",0.19605,"101.420000","24.544010","3369.834000","20.000000","120.000000","32.000000","120.000000","20.000000","120.000000","344.848750",18.66635,"0.026620","3.049350","0.003130","0.032030",0.01553,"0.002540","0.000590","17.894060","0.600170","44.015100","-73.328100","VB","BAU","low","A","I","0.992590","0.548320","0.158330",2023-08-24 10:09:28,2023-08-24
"205","20230824101806.000000","VB1-1B-I","VB17",3,"120.000000","5323.300000","436.100000","0.231800",0.2318,"101.430000","22.831360","2447.330000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","344.564150",0.81857,"0.013430","0.121000","0.002360","0.034260",0.32005,"0.047290","0.000870","16.507090","0.491960","44.015500","-73.327520","VB","BAU","low","B","I","0.453080","0.683030","0.967710",2023-08-24 10:18:06,2023-08-24
"206","20230824102605.000000","VB1-1B-O","VB20",2.38,"120.000000","5126.140000","442.830000","10.055390",10.05539,"101.410000","22.805590","3151.359000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","346.294000",487.57579,"0.221890","74.875980","0.004210","1.544190",1.48284,"0.227640","0.000500","17.144410","0.550000","44.015540","-73.327500","VB","BAU","low","B","O","0.999140","0.999270","0.999530",2023-08-24 10:26:05,2023-08-24
"207","20230824103340.000000","VB1-1C-O","VB21",2.33,"120.000000","5110.240000","437.700000","2.236810",1.88507,"101.410000","24.186550","2082.814000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","351.436370",58.87557,"0.044770","9.122770","0.003520","0.292090",2.85467,"0.442130","0.000920","22.165950","0.462330","44.015980","-73.327210","VB","BAU","low","C","O","0.997650","0.986000","0.999580",2023-08-24 10:33:40,2023-08-24
"208","20230824103732.000000","VB1-1C-I","VB22",1.5,"120.000000","4846.300000","437.720000","1.677800",1.23774,"101.420000","24.459670","2095.796000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","348.500140",6.57652,"0.008260","1.073300","0.006850","0.202000",0.22366,"0.036490","0.000500","21.629280","0.463000","44.015990","-73.327200","VB","BAU","low","C","I","0.994230","0.898610","0.981580",2023-08-24 10:37:32,2023-08-24
"209","20230824104700.000000","VB1-2C-O","VB23",4.25,"119.000000","5720.800000","443.030000","4.198400",4.13744,"101.400000","24.197390","2094.444000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","350.935440",0.11697,"0.000610","0.016200","0.002590","0.572910",2.08336,"0.288350","0.001140","17.089600","0.401720","44.016330","-73.328210","VB","BAU","high","C","O","0.876760","0.998000","0.998480",2023-08-24 10:47:00,2023-08-24
"210","20230824105041.000000","VB1-2C-I","VB25",3.5,"118.000000","5482.300000","436.320000","7.305280",5.6667,"95.480000","22.596990","2087.361000","20.000000","118.000000","20.000000","118.000000","20.000000","120.000000","347.392400",0.07124,"0.000620","0.010270","0.005880","0.816900",5.20476,"0.750030","0.004060","16.258170","0.383890","44.016320","-73.328250","VB","BAU","high","C","I","0.744520","0.995110","0.997130",2023-08-24 10:50:41,2023-08-24
"211","20230824112453.000000","VB3-1C-O","VB26",3.5,"119.000000","5482.300000","440.390000","7.350340",7.35034,"101.400000","25.207880","2080.150000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","344.533730",0.19296,"0.001410","0.027890","0.004180","1.062330",0.52986,"0.076550","0.000670","18.532470","0.401500","44.015660","-73.323900","VB","DAF","low","C","O","0.798880","0.998490","0.992460",2023-08-24 11:24:53,2023-08-24
"212","20230824112822.000000","VB3-1C-I","VB28",2.67,"119.000000","5218.360000","444.160000","5.548500",5.39423,"101.400000","25.523240","2081.555000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","345.218630",1.32551,"0.001460","0.201630","0.004180","0.820550",0.42264,"0.064260","0.000530","18.552830","0.406000","44.015650","-73.323900","VB","DAF","low","C","I","0.994880","0.997470","0.993280",2023-08-24 11:28:22,2023-08-24
"213","20230824113732.000000","VB3-2A-I","VB30",3.75,"120.000000","5561.800000","442.510000","3.752430",3.15091,"101.390000","26.541040","2066.749000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","348.650260",0.26182,"0.000500","0.037570","0.004330","0.452150",1.84549,"0.264750","0.001230","19.181700","0.359760","44.016100","-73.324490","VB","DAF","high","A","I","0.983170","0.991090","0.997900",2023-08-24 11:37:32,2023-08-24
"214","20230824114106.000000","VB3-2A-O","VB31",3.5,"119.000000","5482.300000","442.400000","5.562230",4.7798,"101.390000","26.769040","2066.796000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","348.540540",0.30883,"0.000590","0.045040","0.004450","0.697070",1.52338,"0.222080","0.000510","19.390210","0.360000","44.016120","-73.324480","VB","DAF","high","A","O","0.983560","0.996020","0.999490",2023-08-24 11:41:06,2023-08-24
"215","20230824114819.000000","VB3-2B-O","VB32",3.12,"119.000000","5363.050000","443.300000","7.510180",5.84346,"101.370000","27.370920","2069.023000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","347.882950",0.37581,"0.000750","0.056110","0.007790","0.872410",1.98285,"0.295890","0.001110","18.874830","0.315360","44.016290","-73.324640","VB","DAF","high","B","O","0.982670","0.992250","0.998630",2023-08-24 11:48:19,2023-08-24
"216","20230824115136.000000","VB3-2B-I","VB33",2.88,"120.000000","5283.550000","440.910000","4.275440",4.22365,"101.380000","26.701170","2065.744000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","347.020360",2.45888,"0.001140","0.371540","0.003210","0.638210",2.31681,"0.349950","0.001350","18.806720","0.315000","44.016280","-73.324630","VB","DAF","high","B","I","0.999080","0.997520","0.998540",2023-08-24 11:51:36,2023-08-24
"217","20230824115941.000000","VB3-2C-O","VB34",3.5,"120.000000","5482.300000","444.490000","5.051160",4.52372,"101.360000","27.566040","2068.900000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","347.278180",0.67466,"0.001410","0.098770","0.005090","0.662290",1.97792,"0.289430","0.000790","19.732580","0.412330","44.016750","-73.324960","VB","DAF","high","C","O","0.980330","0.994250","0.999270",2023-08-24 11:59:41,2023-08-24
"218","20230824120245.000000","VB3-2C-I","VB35",3.33,"120.000000","5428.240000","434.350000","11.840560",9.2673,"101.350000","27.059120","2066.172000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","345.342280",1.00612,"0.001090","0.148040","0.010040","1.363580",2.60734,"0.383470","0.002060","19.093880","0.400130","44.016750","-73.324950","VB","DAF","high","C","I","0.994690","0.994720","0.997180",2023-08-24 12:02:45,2023-08-24
"219","20230824121327.000000","VB3-1A-I","VB36",1.5,"119.000000","4846.300000","431.770000","1.336230",1.08653,"101.370000","27.324730","2290.621000","20.000000","119.000000","29.000000","119.000000","20.000000","120.000000","346.089690",27.104,"0.013020","4.469920","0.005010","0.179190",0.19481,"0.032110","0.000680","-9999.000000","0.511670","44.017260","-73.324170","VB","DAF","low","A","I","0.999170","0.934950","0.957890",2023-08-24 12:13:27,2023-08-24
"220","20230824121633.000000","VB3-1A-O","VB37",1.5,"120.000000","4846.300000","427.570000","0.030890",0.03089,"101.350000","28.222040","2452.072000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","348.329190",0.65445,"0.001880","0.109160","0.002550","0.005150",0.05113,"0.008490","0.000550","-9999.000000","0.512470","44.017250","-73.324170","VB","DAF","low","A","O","0.971840","0.039950","0.704970",2023-08-24 12:16:33,2023-08-24
"221","20230824122512.000000","VB3-1B-I","VB38",1.25,"119.000000","4766.800000","432.300000","1.577400",1.43336,"101.340000","27.724920","2070.284000","20.000000","119.000000","33.000000","119.000000","20.000000","120.000000","356.946340",5.53087,"0.002570","0.928620","0.002790","0.240660",-0.01595,"-0.002680","0.001130","20.096150","0.434000","44.017260","-73.323630","VB","DAF","low","B","I","0.999250","0.988720","0.054590",2023-08-24 12:25:12,2023-08-24
"222","20230824122818.000000","VB3-1B-O","VB39",2,"120.000000","5005.300000","439.980000","8.144310",5.96452,"101.330000","28.441670","2070.918000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","359.904530",0.88736,"0.000820","0.142600","0.011570","0.958520",7.36064,"1.182290","0.003210","20.414300","0.431430","44.017230","-73.323650","VB","DAF","low","B","O","0.996790","0.985930","0.999280",2023-08-24 12:28:18,2023-08-24
"223","20230906074057.000000","VB3-1B-O","VB1",2.5,"120.000000","5164.300000","756.960000","5.750770",4.89464,"100.950000","21.111580","3444.323000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","407.183170",-0.0999,"0.001020","-0.015280","0.003000","0.748740",3.22496,"0.493030","0.002430","20.856840","0.395880","44.017300","-73.323670","VB","DAF","low","B","O","0.696080","0.998430","0.997620",2023-09-06 07:40:57,2023-09-06
"224","20230906074405.000000","VB3-1B-I","VB2",3.5,"120.000000","5482.300000","754.640000","0.765810",0.76581,"100.950000","21.154920","3448.893000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","406.466490",98.87483,"0.013770","14.258460","0.002920","0.110430",0.0206,"0.002970","0.000430","20.881030","0.397000","44.017290","-73.323680","VB","DAF","low","B","I","0.999910","0.935970","0.330220",2023-09-06 07:44:05,2023-09-06
"225","20230906075324.000000","VB3-1A-I","VB3",2,"119.000000","5005.300000","720.420000","6.227130",5.99962,"100.950000","21.618360","3307.293000","20.000000","119.000000","20.000000","119.000000","20.000000","120.000000","510.636660",4.60583,"0.002080","0.729060","0.003300","0.949680",51.53902,"8.152850","0.007300","20.992470","0.491740","44.017270","-73.324210","VB","DAF","low","A","I","0.999200","0.998820","0.999920",2023-09-06 07:53:24,2023-09-06
"226","20230906075655.000000","VB3-1A-O","VB4",3.5,"120.000000","5482.300000","692.870000","4.571860",4.35086,"100.950000","21.753790","3360.556000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","427.155430",14.92009,"0.003870","2.157180","0.002480","0.629060",26.69417,"3.856940","0.013640","21.002050","0.489000","44.017250","-73.324210","VB","DAF","low","A","O","0.999690","0.998480","0.998780",2023-09-06 07:56:55,2023-09-06
"227","20230906081005.000000","VB3-2C-I","VB5",2.83,"120.000000","5269.240000","631.860000","8.822220",7.53251,"100.940000","21.953340","2829.213000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","369.785710",0.65966,"0.002110","0.099450","0.005410","1.135580",2.75096,"0.414450","0.002200","20.739770","0.328760","44.016800","-73.324960","VB","DAF","high","C","I","0.957710","0.997780","0.997260",2023-09-06 08:10:05,2023-09-06
"228","20230906081316.000000","VB3-2C-O","VB6",2.67,"120.000000","5218.360000","641.690000","7.790000",6.79065,"100.930000","22.003190","2620.124000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","375.875690",0.6069,"0.000990","0.092380","0.005360","1.033620",5.06031,"0.769710","0.003100","20.780520","0.330000","44.016780","-73.324970","VB","DAF","high","C","O","0.988830","0.997380","0.998410",2023-09-06 08:13:16,2023-09-06
"229","20230906082013.000000","VB3-2B-I","VB7",3,"120.000000","5323.300000","591.380000","6.228690",6.20913,"100.940000","22.104790","2524.916000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","375.629160",0.2251,"0.000580","0.033620","0.002540","0.927290",7.41023,"1.105880","0.001850","21.042240","0.395500","44.016240","-73.324640","VB","DAF","high","B","I","0.971730","0.999270","0.999730",2023-09-06 08:20:13,2023-09-06
"230","20230906082312.000000","VB3-2B-O","VB8",3,"120.000000","5323.300000","589.160000","9.545300",7.56033,"100.930000","22.202710","2541.286000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","367.804850",0.13602,"0.000620","0.020310","0.005770","1.129100",5.7487,"0.857940","0.003930","21.039750","0.396000","44.016290","-73.324660","VB","DAF","high","B","O","0.916350","0.997450","0.997950",2023-09-06 08:23:12,2023-09-06
"231","20230906083119.000000","VB3-2A-I","VB9",3.67,"120.000000","5536.360000","558.700000","7.728170",6.42819,"100.930000","22.395450","2436.766000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","370.704370",0.14157,"0.000600","0.020360","0.003600","0.924330",12.57192,"1.806420","0.008140","20.994350","0.279220","44.016130","-73.324500","VB","DAF","high","A","I","0.921450","0.998520","0.998010",2023-09-06 08:31:19,2023-09-06
"232","20230906083442.000000","VB3-2A-O","VB10",3,"120.000000","5323.300000","573.870000","5.819990",5.38023,"100.930000","22.501440","2409.980000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","359.097080",0.11553,"0.000600","0.017280","0.002440","0.804810",2.31744,"0.346430","0.000700","21.018460","0.332000","44.016150","-73.324520","VB","DAF","high","A","O","0.893510","0.999100","0.999600",2023-09-06 08:34:42,2023-09-06
"233","20230906084429.000000","VB3-1C-I","VB11",2.5,"120.000000","5164.300000","591.470000","12.164780",12.16478,"100.960000","22.546360","2408.693000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","359.456020",0.63397,"0.000730","0.097730","0.006680","1.875250",3.18902,"0.491250","0.002910","20.801310","0.340790","44.015700","-73.323940","VB","DAF","low","C","I","0.994500","0.998760","0.996580",2023-09-06 08:44:29,2023-09-06
"234","20230906084737.000000","VB3-1C-O","VB12",3.75,"120.000000","5561.800000","569.640000","10.568590",10.56859,"100.960000","22.501550","2368.980000","20.000000","120.000000","20.000000","120.000000","20.000000","120.000000","357.754290",0.1865,"0.000550","0.026670","0.004210","1.511550",3.09759,"0.442720","0.002170","20.802240","0.343490","44.015690","-73.323900","VB","DAF","low","C","O","0.959860","0.999240","0.997660",2023-09-06 08:47:37,2023-09-06
